depth,heuristic,found,solution_cost,nodes_expanded,nodes_generated,runtime_seconds,effective_branching_factor
4,h1,True,4,4,10,1.0084128007292747e-05,1.3523950218323741
4,h1,True,4,4,8,8.666887879371643e-06,1.2369101206660766
4,h1,True,4,4,10,1.0333023965358734e-05,1.3523950218323741
4,h1,True,4,4,10,1.016608439385891e-05,1.3523950218323741
4,h1,True,4,4,10,1.0333023965358734e-05,1.3523950218323741
4,h1,True,4,4,10,1.0834075510501862e-05,1.3523950218323741
4,h1,True,4,4,10,1.0167015716433525e-05,1.3523950218323741
4,h1,True,4,4,10,1.0167015716433525e-05,1.3523950218323741
4,h1,True,4,4,8,8.792150765657425e-06,1.2369101206660766
4,h1,True,4,4,10,1.0291114449501038e-05,1.3523950218323741
4,h1,True,4,4,8,8.665956556797028e-06,1.2369101206660766
4,h1,True,4,4,10,1.0125106200575829e-05,1.3523950218323741
4,h1,True,4,4,8,8.499948307871819e-06,1.2369101206660766
4,h1,True,4,4,8,8.708098903298378e-06,1.2369101206660766
4,h1,True,4,5,12,1.2749806046485901e-05,1.4490336568196809
4,h1,True,4,4,8,8.624978363513947e-06,1.2369101206660766
4,h1,True,4,4,10,1.0125106200575829e-05,1.3523950218323741
4,h1,True,4,4,10,9.958865121006966e-06,1.3523950218323741
4,h1,True,4,4,10,1.0415911674499512e-05,1.3523950218323741
4,h1,True,4,4,8,8.624978363513947e-06,1.2369101206660766
4,h1,True,4,4,8,8.5409265011549e-06,1.2369101206660766
4,h1,True,4,4,10,1.0041985660791397e-05,1.3523950218323741
4,h1,True,4,4,10,1.0458985343575478e-05,1.3523950218323741
4,h1,True,4,4,10,1.0207993909716606e-05,1.3523950218323741
